,SIZE,SEXA,SSJB1WK,SPAGEX,SPLVTG,PPLVTG,MMLVTG,CCNUMTTL,CC01SEX,CC01AGE,SZFFOTHR,SZFFONLY,SZFFTTL,FFHEAD,SZFFOUT,INCSELF,INCSP,INCPEN,INCUEB,INCIRR,INCRENT,SZINCOMA,XNUMSISE,XNUMBROY,XSSNBROY,XSSNSISY,TP5LOC15,PPJBXX15,PPJBSZ15,MMJBTP15,XXLSTSCH,SSLSTSCH,PPLSTSCH,DOLSTSCH,XSPSCH
2767,2,2,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,0,0,0,0,0,4,2,2,3,3,0,3,1,2
2768,3,1,1,21,1,2,2,1,1,1,0,2,3,1,0,0,1,1,1,1,1,4,2,0,0,0,3,2,1,3,2,2,0,1,2
2769,1,1,0,0,0,1,1,0,0,0,4,6,7,4,0,0,1,1,1,1,1,2,1,0,0,0,1,2,2,4,2,0,2,1,1
2770,1,2,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3,1,0,0,0,3,2,2,4,2,0,2,1,2
2771,1,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,3,0,0,0,0,3,2,5,4,2,0,2,1,1
2772,3,2,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,3,1,0,0,0,3,2,1,1,2,0,2,1,2
2773,1,2,0,0,0,3,3,4,1,62,0,0,1,1,0,1,1,0,1,1,1,3,3,0,1,1,2,0,0,1,2,2,0,1,2
2774,4,2,0,0,0,3,3,1,1,60,0,1,2,4,0,1,1,0,1,1,1,3,0,1,0,0,4,2,1,4,1,2,1,1,1
2775,3,2,0,0,0,3,3,3,2,0,2,2,3,1,0,1,1,0,1,1,0,3,0,0,0,1,2,2,2,4,2,1,1,1,2
2776,1,1,0,0,0,3,3,2,1,0,0,0,1,1,0,1,1,0,1,1,1,2,0,1,0,0,2,2,0,4,1,0,1,1,2
2777,3,2,0,0,0,3,3,2,2,60,0,0,1,1,0,1,1,0,1,1,1,3,0,1,6,1,1,2,1,4,2,2,1,1,2
2778,1,1,3,80,1,3,3,2,1,55,0,1,2,1,1,0,1,0,1,1,1,5,2,0,0,0,1,0,0,1,2,2,2,1,1
2779,3,2,3,85,1,3,3,2,1,58,0,2,3,2,0,1,1,0,1,1,1,2,0,2,0,2,4,0,0,1,1,1,1,1,2
2780,1,2,3,85,1,3,3,2,2,57,0,1,2,2,0,1,1,0,1,1,1,4,2,1,0,1,4,2,2,4,2,1,1,1,2
2781,1,1,3,66,1,3,3,2,2,57,0,1,2,1,0,1,1,0,1,1,1,4,0,3,0,0,2,2,1,1,1,2,1,1,2
2782,2,2,0,0,0,3,3,2,2,57,1,1,2,1,0,1,1,0,1,1,1,2,0,4,0,0,2,2,1,4,2,2,2,1,2
2783,3,1,3,74,1,3,3,3,1,51,0,1,2,1,0,0,1,0,1,1,1,0,2,2,2,2,1,2,2,1,2,2,1,1,2
2784,3,1,3,77,1,3,3,1,1,45,2,4,5,1,0,1,1,0,1,1,1,4,1,2,2,2,2,2,2,1,2,2,1,1,2
2785,3,1,3,83,1,3,3,2,2,58,0,2,3,1,0,1,1,0,1,1,1,4,1,0,0,0,2,2,2,4,2,1,1,1,2
2786,1,1,3,76,1,3,3,2,1,51,1,3,4,4,1,1,1,0,1,1,1,4,1,1,0,0,1,2,0,4,3,2,1,1,2
2787,1,2,0,0,0,3,3,2,1,54,0,0,1,1,0,1,1,0,1,1,1,5,0,0,1,1,2,2,6,1,2,2,2,1,2
2788,3,1,3,80,1,3,3,2,1,50,0,1,2,1,0,1,1,0,1,1,1,4,2,3,1,1,2,2,5,1,3,2,1,1,1
2789,1,1,0,0,0,3,3,2,1,49,0,0,1,1,0,1,1,0,1,1,1,4,0,0,0,0,1,0,0,1,3,3,2,1,2
2790,2,2,3,85,1,3,3,2,1,53,0,2,3,2,0,1,1,0,1,1,1,2,0,3,2,2,3,2,1,1,1,1,1,1,2
2791,2,2,0,0,0,3,3,2,2,47,0,0,1,1,0,1,1,0,1,1,1,2,0,4,0,0,1,2,4,1,2,2,0,1,2
2792,4,2,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,0,1,1,1,2,1,1,0,0,1,2,2,4,1,0,1,1,2
2793,2,1,3,80,1,3,3,2,2,50,0,2,3,1,0,1,1,0,1,1,1,3,1,0,0,0,1,2,5,1,2,2,1,1,2
2794,3,1,3,73,1,3,3,2,2,52,3,5,6,1,0,1,1,0,1,1,1,0,1,0,0,0,2,2,2,4,2,2,1,1,2
2795,3,2,3,83,3,3,3,2,2,54,3,4,5,4,1,1,1,1,1,1,1,0,0,0,0,1,3,2,1,4,1,0,0,1,2
2796,3,2,3,78,1,3,3,2,1,49,0,1,2,2,0,1,1,0,1,1,1,2,0,0,0,0,3,2,0,4,1,1,1,1,2
2797,1,2,3,79,1,3,3,3,1,51,0,2,3,2,0,1,1,0,1,1,1,2,0,1,0,0,2,2,2,4,2,2,1,1,2
2798,2,1,3,73,1,3,3,3,1,48,5,7,8,1,0,1,1,0,1,1,1,4,0,1,0,0,4,2,5,4,1,2,1,1,2
2799,3,1,3,70,1,3,3,2,2,43,0,2,3,1,0,1,1,0,1,1,1,3,2,1,2,3,3,2,2,4,2,2,0,2,2
2800,3,1,3,73,1,3,3,2,2,53,3,5,6,1,0,1,1,0,1,1,1,3,1,0,2,2,2,2,1,4,2,2,1,1,2
2801,3,1,1,71,1,3,3,3,2,48,0,2,3,1,0,0,1,0,1,1,1,4,1,3,1,2,2,2,2,3,2,2,1,1,2
2802,3,2,0,0,0,3,3,3,1,40,0,1,2,1,0,1,1,0,1,1,1,0,1,0,0,0,4,2,2,4,2,2,1,1,2
2803,4,1,3,70,1,3,3,2,1,46,3,5,6,4,0,1,1,0,1,1,1,4,0,0,1,0,4,2,6,4,3,2,2,1,2
2804,3,2,0,0,0,3,3,4,2,52,3,4,5,4,0,0,1,0,1,1,1,0,1,1,3,1,3,2,2,4,2,2,2,1,2
2805,2,1,3,71,1,3,3,2,2,41,0,2,3,1,0,1,1,0,1,1,1,2,1,2,0,2,2,2,2,4,2,2,0,1,2
2806,3,1,3,76,1,3,2,2,1,48,4,6,7,1,1,1,1,0,1,1,1,4,0,1,1,1,3,0,0,3,2,2,1,1,2
2807,2,2,3,80,1,3,3,2,1,50,0,1,2,2,0,1,1,0,1,1,1,3,1,0,1,2,4,2,1,4,2,2,1,1,2
2808,4,2,0,0,0,3,3,2,1,47,0,2,3,1,0,1,1,0,1,1,1,4,0,0,0,0,3,2,2,1,2,2,1,1,2
2809,1,2,3,78,1,3,3,3,1,50,0,1,2,2,0,1,1,0,1,1,1,2,3,1,0,1,4,2,2,4,2,3,0,1,1
2810,4,1,3,68,1,2,3,3,2,45,0,1,2,1,0,1,1,0,1,1,1,4,0,1,1,2,4,2,2,4,3,3,1,1,2
2811,2,1,3,70,1,3,3,0,0,0,0,1,2,1,0,1,1,0,1,1,1,3,0,3,1,1,1,2,3,1,2,2,2,1,2
2812,3,1,3,68,1,3,3,3,2,46,0,1,2,1,0,1,1,0,1,1,1,2,0,1,2,1,4,2,2,1,2,2,2,1,2
2813,3,1,3,72,1,3,3,2,2,39,0,1,2,1,0,0,1,0,1,1,1,4,0,3,2,2,2,2,1,4,2,2,1,1,2
2814,3,2,0,0,0,3,3,3,2,49,0,0,1,1,0,1,1,0,1,1,1,3,1,0,0,0,4,2,2,1,2,2,0,1,2
2815,1,1,1,69,1,3,3,2,1,42,0,1,2,1,0,0,1,0,1,1,1,5,0,2,1,1,2,2,1,1,2,2,0,1,2
2816,3,2,0,0,0,3,3,1,1,50,4,5,6,4,0,0,1,0,1,1,1,3,0,1,0,4,2,2,2,1,2,2,2,1,2
2817,4,1,3,66,1,3,3,2,2,0,0,1,2,1,0,1,1,0,1,1,1,3,1,2,0,0,4,2,1,4,2,2,1,1,2
2818,4,1,3,70,1,3,3,3,1,46,0,1,2,1,0,1,1,0,1,1,1,3,1,1,0,2,3,2,5,1,2,2,1,1,2
2819,1,2,0,0,0,3,3,3,2,42,0,1,2,4,0,1,1,0,1,1,1,3,3,2,1,1,3,2,2,4,2,2,1,1,2
2820,4,1,3,69,1,3,3,3,1,46,4,7,8,1,0,1,1,0,1,1,1,3,1,3,1,0,3,2,1,4,2,2,0,1,2
2821,3,2,3,74,1,3,3,1,1,48,0,2,3,2,0,1,1,0,1,1,1,2,2,0,0,0,4,2,2,4,2,2,1,1,2
2822,2,1,3,70,1,3,3,2,1,43,1,3,4,1,0,1,1,0,1,1,1,0,0,0,1,1,4,2,0,4,2,2,0,1,2
2823,3,1,3,68,1,3,3,2,1,43,3,5,6,1,0,0,1,0,1,1,1,4,1,1,0,0,3,0,0,4,2,2,1,1,2
2824,1,2,1,72,1,3,3,2,1,42,0,2,3,2,0,0,1,0,1,1,1,2,0,2,1,1,2,2,2,4,2,2,1,1,2
2825,1,1,3,74,1,3,3,2,2,47,0,1,2,1,0,1,1,0,1,1,1,0,0,2,1,2,2,2,1,4,2,2,1,1,2
2826,2,2,3,76,1,3,3,3,1,47,0,2,3,2,0,1,1,0,1,1,1,2,7,1,1,2,2,2,1,4,2,2,1,1,2
2827,3,2,3,79,1,3,3,3,2,50,0,1,2,2,0,1,1,0,1,1,1,2,0,2,0,0,3,2,1,4,2,3,1,1,2
2828,2,2,3,72,1,3,3,2,2,42,3,5,6,2,0,1,1,0,1,1,1,2,1,1,0,0,2,0,0,4,2,3,3,1,1
2829,3,1,3,68,1,3,3,1,1,36,0,2,3,1,0,1,1,0,1,1,1,4,1,1,0,0,2,2,1,1,2,2,1,1,1
2830,3,2,3,76,1,3,3,3,2,46,0,1,2,2,0,0,1,0,1,1,1,2,2,0,0,0,2,0,0,3,2,2,1,1,2
2831,2,1,1,66,1,3,3,3,2,40,0,1,2,1,0,0,1,0,1,1,1,0,2,1,1,1,1,1,5,4,2,2,3,1,2
2832,4,1,3,65,1,3,3,3,2,0,1,3,4,4,0,1,1,0,1,1,1,2,1,0,0,2,4,2,2,4,2,2,1,1,2
2833,2,1,3,63,1,3,3,2,2,36,0,2,3,1,1,1,1,0,1,1,1,3,1,0,1,0,1,2,6,1,3,3,3,1,1
2834,1,1,1,68,1,3,3,2,2,49,4,6,7,1,0,1,1,0,1,1,0,4,2,2,0,0,2,2,2,4,2,2,1,1,2
2835,3,2,1,73,1,3,3,3,1,45,4,6,7,4,0,0,1,0,1,1,1,0,1,1,1,1,2,2,2,4,2,2,1,1,2
2836,1,1,1,62,1,3,3,2,2,34,0,1,2,1,0,0,1,0,1,1,1,4,1,2,0,1,2,0,0,2,2,2,1,1,2
2837,1,2,1,69,1,3,3,3,1,43,4,6,7,2,0,0,1,0,1,1,1,2,0,3,2,1,3,2,1,1,2,2,0,1,2
2838,3,1,3,68,1,3,3,2,2,42,1,3,4,1,0,0,1,0,1,1,1,3,3,1,1,0,4,2,2,4,2,2,1,1,2
2839,2,2,3,71,1,3,3,2,2,40,0,1,2,2,0,0,1,0,1,1,1,2,1,1,0,0,3,2,2,4,2,2,1,1,2
2840,2,2,1,67,1,3,3,2,1,45,2,4,5,2,0,0,1,0,1,1,1,0,0,0,0,0,2,2,2,4,2,2,0,1,2
2841,3,2,1,75,1,3,3,2,1,45,0,1,2,2,0,0,1,0,1,1,1,2,2,0,3,2,2,2,2,3,2,2,1,1,2
2842,4,1,0,0,0,3,3,2,2,36,0,1,2,1,0,1,1,0,1,1,1,4,1,0,0,1,2,2,6,1,3,3,1,1,2
2843,1,1,3,61,1,3,3,3,1,39,0,1,2,1,0,1,1,0,1,1,1,3,1,1,2,0,1,2,4,1,2,2,1,1,2
2844,2,1,1,61,1,3,1,3,1,36,0,2,3,1,0,0,1,1,1,1,1,0,2,2,2,2,2,2,3,4,2,2,1,1,2
2845,3,2,1,72,1,3,3,3,2,43,0,1,2,2,0,0,1,0,1,0,1,2,1,2,0,3,3,2,2,4,2,2,1,1,1
2846,2,1,3,60,1,3,2,2,2,36,0,1,2,1,0,1,1,0,1,1,1,4,0,2,0,1,2,2,6,1,3,3,1,1,2
2847,4,2,3,68,1,3,3,2,2,41,0,1,2,2,0,0,1,0,1,1,1,0,0,1,1,2,4,0,0,3,2,2,0,1,2
2848,1,2,1,71,1,3,3,4,2,43,0,1,2,2,0,1,1,0,1,1,1,2,2,1,1,0,1,2,2,2,2,2,1,1,1
2849,2,2,3,70,1,3,3,3,1,35,0,3,4,2,0,0,1,0,1,1,1,3,2,0,1,0,1,2,6,1,2,2,2,1,2
2850,2,1,3,64,1,3,3,2,2,37,0,1,2,1,0,0,1,0,1,1,1,4,1,1,0,0,2,2,2,4,2,2,1,1,2
2851,3,2,3,66,1,3,3,2,1,32,0,2,3,2,0,0,1,0,1,1,1,2,2,1,0,1,3,2,2,4,2,2,1,1,2
2852,3,1,3,61,1,2,2,2,2,38,4,6,7,4,0,1,1,0,1,1,1,4,1,0,1,1,2,2,4,1,2,2,1,1,1
2853,3,2,3,65,1,3,3,3,2,40,4,6,7,1,0,1,1,0,1,1,1,3,0,1,0,0,1,0,0,1,3,3,0,1,2
2854,3,1,3,39,1,3,3,2,2,12,0,3,4,1,0,0,1,0,1,1,1,4,2,1,0,0,1,2,3,1,2,2,0,1,2
2855,4,2,3,69,1,3,3,2,1,45,1,3,4,2,0,1,1,0,1,1,1,2,1,2,0,1,3,2,2,1,2,2,2,1,2
2856,2,2,3,71,1,2,3,0,0,0,0,1,2,2,0,1,1,0,1,1,1,2,0,2,1,1,2,2,2,4,2,2,1,1,2
2857,1,2,3,66,1,3,2,2,2,40,1,3,4,2,0,1,1,0,1,1,0,2,1,0,1,2,2,2,0,4,2,2,1,1,2
2858,3,2,0,0,0,3,3,2,2,37,0,1,2,1,0,1,1,0,1,1,1,3,2,1,1,0,3,2,2,4,2,2,0,1,2
2859,2,2,3,72,1,2,2,2,2,41,0,2,3,2,0,1,1,0,1,1,1,2,0,2,0,2,3,2,6,1,3,3,3,1,2
2860,4,2,1,68,1,3,3,2,1,36,2,4,5,2,0,1,1,0,1,1,1,2,3,1,1,0,3,2,5,4,2,2,1,1,2
2861,4,2,3,60,1,3,3,2,2,38,0,1,2,2,0,0,1,0,1,1,1,3,0,0,1,0,3,2,1,3,2,2,0,1,1
2862,1,1,1,61,1,3,3,2,1,34,0,2,3,1,0,0,1,0,1,1,1,4,1,0,0,0,1,0,0,4,3,3,2,1,2
2863,1,1,1,60,1,3,2,1,2,38,0,2,3,1,0,0,1,0,1,1,1,5,0,1,1,0,3,2,1,1,3,3,1,1,2
2864,3,1,3,65,1,3,3,2,2,40,0,1,2,1,0,1,1,0,1,1,1,5,4,1,1,1,3,2,2,4,2,2,1,1,2
2865,3,2,1,70,1,3,2,1,2,38,2,4,5,2,0,0,1,0,1,1,1,2,0,2,1,0,3,2,2,4,2,2,1,1,2
2866,2,1,3,61,1,3,3,2,2,41,0,1,2,1,0,1,1,0,1,1,1,4,5,0,0,2,2,2,1,4,2,2,1,1,2
2867,4,2,0,0,0,3,3,3,2,42,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,3,2,5,4,2,2,2,1,0
2868,3,2,3,66,1,3,3,2,2,39,0,1,2,2,0,1,1,0,1,1,1,1,2,1,0,0,1,2,3,4,2,3,2,1,2
2869,3,1,3,61,1,3,3,2,1,37,0,2,3,1,0,0,1,0,1,1,1,2,0,0,0,1,2,2,0,1,2,2,0,1,2
2870,1,2,3,69,1,3,3,2,2,42,3,5,6,2,0,1,1,0,1,1,1,2,2,0,0,0,1,2,4,1,2,2,1,1,2
2871,3,1,3,64,1,3,3,3,2,39,0,3,4,1,0,0,1,1,1,1,1,5,0,3,1,0,3,2,2,4,2,2,1,1,2
2872,2,2,3,74,1,3,3,2,2,37,0,1,2,2,0,0,1,0,1,1,1,4,3,0,1,0,4,2,4,1,3,3,2,1,1
2873,3,1,0,0,0,3,3,2,1,33,0,1,2,1,0,0,1,0,1,1,1,5,0,0,0,0,2,2,6,4,3,0,2,1,1
2874,3,2,1,67,1,3,3,2,2,39,0,1,2,2,0,0,1,0,1,1,1,4,0,0,1,0,2,2,2,4,2,3,1,1,2
2875,2,1,1,63,1,3,1,2,2,38,0,3,4,1,0,1,1,0,1,1,1,2,0,0,1,0,3,2,3,1,2,2,2,1,2
2876,1,2,1,68,1,3,2,2,1,37,0,1,2,2,0,0,1,0,1,1,1,4,1,1,2,0,2,2,4,1,2,2,1,1,2
2877,2,2,3,66,1,3,3,2,2,37,0,1,2,2,0,1,1,0,1,1,1,2,0,1,0,0,2,2,5,1,2,2,1,1,2
2878,3,1,1,61,1,3,3,3,1,36,0,2,3,1,0,0,1,1,1,1,1,5,1,1,0,0,3,2,2,4,2,2,1,1,2
2879,3,1,3,60,1,3,1,0,0,0,0,2,3,1,0,0,1,0,1,1,0,4,1,0,0,0,3,2,2,1,2,2,1,1,1
2880,1,1,1,63,1,3,2,2,1,34,0,2,3,1,0,0,1,1,1,1,1,4,0,0,1,0,1,2,5,1,2,2,1,1,2
2881,2,1,1,59,1,3,3,2,1,33,3,5,6,1,0,0,1,1,1,1,1,3,1,0,0,0,2,2,2,1,2,2,1,1,2
2882,1,2,1,68,1,3,3,2,1,40,0,1,2,2,0,1,1,0,1,1,1,1,1,0,0,0,2,2,2,1,3,3,2,1,2
2883,3,2,1,63,1,3,2,2,2,37,0,2,3,2,0,1,1,0,1,1,1,1,0,1,1,0,3,2,3,1,2,2,2,1,2
2884,4,2,3,69,1,3,2,3,1,39,0,1,2,2,0,1,1,0,1,1,1,2,0,1,0,1,3,2,2,4,2,3,1,1,2
2885,3,1,3,60,1,3,3,2,1,27,0,1,2,1,0,1,1,0,1,1,1,3,0,2,1,0,2,2,2,4,2,2,1,1,2
2886,2,2,0,0,0,3,3,2,1,38,4,5,6,4,0,0,1,1,1,1,1,2,0,0,0,0,2,2,2,4,2,2,0,1,2
2887,3,2,3,62,1,3,3,2,2,40,0,1,2,2,0,1,1,0,1,1,1,2,2,0,1,0,3,2,2,4,2,2,1,1,2
2888,1,2,3,65,1,3,3,2,1,35,0,2,3,2,0,0,1,0,1,1,1,3,1,0,0,0,1,2,2,4,2,2,0,1,2
2889,1,2,1,64,1,3,3,1,2,36,0,1,2,2,0,1,1,1,1,1,1,1,4,0,0,1,1,2,2,1,3,3,3,1,1
2890,1,2,1,62,1,3,3,0,0,0,0,1,2,2,0,0,1,0,1,1,1,2,2,0,0,0,4,2,2,4,2,2,0,1,2
2891,4,2,1,68,1,3,3,3,2,39,0,1,2,2,0,1,1,0,1,1,1,3,2,0,0,2,3,0,0,1,2,2,0,1,1
2892,2,2,1,58,1,3,2,2,1,33,0,3,4,2,0,1,1,1,1,1,1,1,0,0,0,3,1,2,2,3,3,3,3,1,2
2893,3,1,3,57,1,3,1,3,2,32,0,2,3,1,0,0,1,0,1,1,1,4,0,0,1,1,3,2,6,1,3,3,2,1,2
2894,1,2,1,64,1,3,2,2,2,32,0,2,3,2,0,0,1,1,1,1,0,3,0,1,0,0,1,2,2,4,2,3,1,1,1
2895,1,2,1,62,1,3,3,2,2,32,0,3,4,2,0,0,1,0,1,1,1,2,0,2,1,0,1,2,3,1,2,3,1,1,2
2896,1,2,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,0,1,1,1,0,0,0,0,0,1,1,3,1,3,0,2,1,2
2897,2,1,1,57,1,2,3,2,2,32,0,2,3,1,0,0,1,1,1,1,1,4,0,2,0,0,3,2,4,2,2,3,1,1,2
2898,2,1,1,57,1,2,2,2,1,32,0,2,3,1,0,0,1,1,1,1,1,5,0,1,0,0,1,2,2,1,2,3,1,1,2
2899,1,2,0,0,0,3,3,3,1,32,2,3,4,1,0,0,1,1,1,1,1,0,1,0,1,0,1,2,2,4,3,3,2,1,2
2900,3,2,3,63,1,3,2,2,2,35,0,1,2,2,1,0,1,0,1,1,1,5,0,1,0,1,3,2,6,2,2,3,1,1,2
2901,3,1,3,60,1,3,2,3,2,35,0,3,4,1,0,1,1,0,1,1,0,4,1,0,0,2,2,2,2,4,2,3,1,1,1
2902,2,2,1,62,1,3,3,2,2,33,0,2,3,2,0,1,1,1,1,1,1,1,5,0,2,0,3,2,2,4,2,2,2,1,2
2903,3,2,1,63,1,3,3,2,2,36,0,2,3,2,0,0,1,0,1,1,1,4,0,1,2,0,4,2,2,4,2,2,2,1,2
2904,1,1,1,58,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,4,0,1,1,0,2,2,2,4,2,3,2,1,2
2905,2,2,0,0,0,3,2,2,1,39,4,5,6,1,0,0,1,1,1,1,1,0,4,2,0,0,2,2,2,2,2,0,1,1,2
2906,1,1,0,0,0,3,3,0,0,0,1,1,2,1,0,1,1,1,1,0,1,0,0,1,0,0,2,2,2,4,3,0,1,1,2
2907,4,2,1,63,1,3,2,3,1,34,4,8,9,2,0,0,1,1,1,1,1,3,1,0,0,0,3,2,2,4,2,2,1,1,2
2908,1,1,0,0,0,3,1,2,1,20,0,2,3,1,1,0,1,1,1,1,1,3,0,1,0,0,1,2,3,1,2,0,1,1,1
2909,1,2,1,64,1,3,3,2,2,37,0,1,2,2,0,0,1,1,1,1,1,3,1,0,0,1,1,2,3,4,2,3,2,1,2
2910,1,2,0,0,0,3,3,2,2,33,0,1,2,4,0,0,1,1,1,1,1,4,0,0,0,0,4,2,1,1,3,0,1,1,2
2911,3,2,0,0,0,3,1,0,0,0,0,1,2,4,0,0,1,1,1,1,1,2,0,0,0,0,3,0,0,4,2,0,2,1,2
2912,4,1,1,51,1,3,3,2,2,29,0,2,3,1,0,0,1,1,1,1,1,0,1,0,1,0,3,2,0,2,2,2,1,1,2
2913,2,1,3,58,1,3,2,2,1,32,0,1,2,1,0,0,1,1,1,1,1,5,0,0,0,1,1,2,2,1,3,2,2,1,1
2914,3,2,1,58,1,3,2,2,1,23,1,4,5,2,0,0,1,0,1,1,1,2,2,1,0,0,1,2,5,2,3,3,1,1,2
2915,3,2,1,59,1,3,3,2,1,31,0,2,3,2,0,1,1,1,1,1,1,1,0,1,1,1,1,2,6,1,2,3,2,1,2
2916,2,1,1,55,1,1,3,2,2,29,0,4,5,4,0,0,1,1,1,1,1,5,1,0,0,0,2,2,1,1,2,2,1,1,2
2917,4,2,1,49,1,2,2,3,2,27,0,3,4,2,0,0,1,1,1,1,1,3,1,0,0,0,3,2,0,4,3,2,0,1,2
2918,1,2,3,55,1,1,1,2,2,29,0,5,6,4,0,0,1,1,0,1,1,3,0,0,1,0,1,2,2,4,2,2,2,1,2
2919,1,1,1,55,1,3,1,3,1,27,1,5,6,1,0,0,1,1,1,1,1,3,1,0,2,1,1,0,0,2,2,2,0,1,2
2920,2,2,1,57,1,2,2,2,2,29,0,3,4,2,0,0,1,1,1,1,1,3,0,1,1,0,4,2,6,1,2,2,0,1,2
2921,2,2,0,0,0,3,2,2,1,30,0,0,1,1,2,0,1,1,1,1,1,4,0,1,0,0,2,0,0,3,2,0,2,1,2
2922,2,2,2,60,1,2,2,3,1,34,4,8,9,2,0,0,1,1,1,1,1,2,1,1,1,1,4,2,1,4,2,2,2,1,2
2923,2,1,1,43,1,2,3,2,1,22,1,3,4,4,1,0,1,1,1,1,1,5,0,1,0,1,3,2,5,4,2,2,2,1,2
2924,4,2,1,58,1,3,3,3,2,33,0,2,3,2,0,1,1,1,1,1,1,1,2,0,1,0,3,2,2,2,2,3,2,1,2
2925,3,2,1,57,1,2,2,2,2,28,0,3,4,2,0,1,1,1,1,1,1,1,0,0,0,0,4,2,2,4,2,2,1,1,2
2926,1,2,3,64,1,3,2,3,2,30,0,2,3,2,1,1,1,0,1,1,0,1,0,0,0,0,2,2,3,1,2,2,1,1,1
2927,3,2,1,58,1,3,2,2,1,29,0,2,3,2,0,1,1,1,1,1,1,2,0,0,0,0,2,2,6,3,3,3,2,1,2
2928,1,2,3,62,1,3,3,2,2,26,0,3,4,2,0,1,1,1,1,1,1,1,2,0,0,0,4,0,0,2,3,3,0,1,2
2929,1,1,1,61,1,3,3,0,0,0,0,1,2,1,0,0,1,1,1,1,1,4,1,1,0,2,2,2,5,4,3,3,2,1,2
2930,2,1,1,53,1,3,3,1,1,22,1,3,4,1,0,0,1,1,1,1,1,5,1,0,0,0,3,2,1,4,3,3,1,1,2
2931,3,1,1,53,1,1,1,2,1,29,0,4,5,1,0,0,1,1,1,1,1,5,1,0,0,0,2,2,2,4,3,3,2,1,2
2932,1,2,1,58,1,3,3,2,2,32,0,2,3,2,0,0,1,1,1,1,1,0,3,0,0,0,1,2,2,4,2,2,2,1,1
2933,3,2,1,54,1,3,3,1,1,29,1,3,4,2,0,0,1,1,1,1,1,3,0,1,0,1,2,2,6,1,3,3,2,1,2
2934,1,1,1,52,1,3,1,4,1,26,0,5,6,1,0,0,1,1,1,1,0,5,1,0,0,0,1,2,6,1,3,3,2,1,2
2935,2,1,1,0,1,3,3,0,0,0,0,1,2,1,0,1,1,1,1,1,1,0,2,0,1,0,2,2,5,1,2,2,0,1,2
2936,4,1,0,0,0,3,1,3,2,25,0,1,2,1,1,0,1,1,1,1,1,0,1,0,0,0,3,2,4,1,3,0,2,1,1
2937,2,1,1,46,1,2,2,2,1,20,0,3,4,1,0,0,1,1,1,1,1,5,0,0,0,1,3,2,1,1,2,0,2,1,2
2938,1,2,1,51,1,2,3,3,2,23,0,3,4,2,1,0,1,1,1,1,1,2,1,0,0,1,1,2,3,4,3,3,3,1,2
2939,2,1,3,43,3,3,1,0,0,0,0,1,2,1,1,0,1,1,1,1,1,5,0,0,2,1,2,2,1,4,3,2,2,1,2
2940,3,1,1,47,1,3,1,3,2,23,0,5,6,1,0,0,1,1,1,1,1,5,0,1,0,0,2,0,0,3,2,2,1,1,2
2941,3,2,1,58,1,2,2,3,2,26,0,4,5,2,0,0,1,1,1,1,1,0,1,0,0,1,2,2,3,3,2,2,1,1,2
2942,1,2,1,60,1,2,3,3,1,29,0,4,5,2,0,1,1,1,1,1,1,1,0,0,0,0,1,2,1,4,3,3,1,1,2
2943,2,2,1,58,1,3,2,3,1,29,0,3,4,2,0,0,1,1,1,1,1,2,1,1,0,1,4,2,2,4,3,2,0,1,1
2944,3,1,1,50,1,2,2,2,1,22,0,3,4,1,0,0,1,1,1,1,1,5,0,0,0,2,2,2,6,2,3,3,1,1,2
2945,3,1,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,4,0,0,0,0,3,2,2,4,2,0,1,1,2
2946,3,1,1,51,1,3,1,1,2,25,0,3,4,1,0,0,1,1,1,1,1,5,1,1,0,0,2,0,0,3,2,2,0,1,2
2947,3,2,1,56,1,3,1,2,2,15,0,4,5,4,0,0,1,1,1,1,1,2,0,1,0,0,4,2,2,2,2,2,1,1,2
2948,4,2,0,0,0,2,2,2,1,23,0,1,2,1,1,0,1,0,1,1,1,3,0,1,0,0,2,2,3,4,3,3,3,1,2
2949,3,1,1,49,1,3,2,2,2,24,0,3,4,1,0,0,1,1,1,1,1,4,0,0,1,0,4,2,2,4,2,2,1,1,2
2950,4,1,1,47,1,1,1,2,1,18,0,5,6,1,0,0,1,1,1,1,1,5,1,0,0,0,4,2,3,2,2,2,0,1,2
2951,2,2,1,55,1,2,2,3,1,24,0,4,5,2,0,0,1,1,1,1,1,3,0,1,0,0,2,2,2,3,3,2,2,1,2
2952,1,2,0,0,0,3,1,0,0,0,0,1,2,4,0,1,1,1,1,1,1,1,1,0,0,0,1,2,0,0,3,0,0,1,2
2953,3,2,1,57,1,2,2,3,2,24,0,3,4,2,0,0,1,1,1,1,1,3,0,0,0,1,2,2,6,4,3,3,1,1,2
2954,1,2,1,51,1,2,2,3,1,24,0,4,5,2,0,0,1,1,1,1,1,3,0,0,0,0,1,2,6,4,2,2,1,1,2
