,SIZE,SEXA,SSJB1WK,SPAGEX,SPLVTG,PPLVTG,MMLVTG,CCNUMTTL,CC01SEX,CC01AGE,SZFFOTHR,SZFFONLY,SZFFTTL,FFHEAD,SZFFOUT,INCSELF,INCSP,INCPEN,INCUEB,INCIRR,INCRENT,SZINCOMA,XNUMSISE,XNUMBROY,XSSNBROY,XSSNSISY,TP5LOC15,PPJBXX15,PPJBSZ15,MMJBTP15,XXLSTSCH,SSLSTSCH,PPLSTSCH,DOLSTSCH,XSPSCH
1133,1,2,1,40,1,2,2,2,2,12,0,3,4,2,0,0,1,1,1,1,1,3,0,0,0,1,2,2,6,2,3,3,2,1,1
1134,3,1,1,43,1,3,1,2,1,15,0,4,5,1,0,0,1,1,1,1,1,4,0,0,0,1,1,2,2,1,3,3,3,2,2
1135,2,2,1,42,1,3,3,2,2,12,0,3,4,2,0,1,1,1,1,1,1,1,0,0,1,1,1,2,5,3,2,3,2,1,2
1136,3,1,3,39,1,2,2,2,1,15,0,3,4,1,0,0,1,1,1,1,1,4,0,0,0,1,2,2,2,4,2,2,2,1,1
1137,2,1,3,39,1,3,2,3,1,14,0,4,5,1,0,0,1,1,1,1,1,5,0,0,0,0,3,2,1,2,2,2,2,1,2
1138,2,1,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,4,0,0,0,0,1,2,3,2,2,0,1,1,2
1139,2,2,1,45,1,3,2,1,2,10,0,2,3,2,0,0,1,1,1,1,1,0,1,0,0,0,4,2,6,1,3,3,3,1,2
1140,4,1,1,40,1,2,2,2,2,15,0,3,4,1,0,0,1,1,1,1,1,5,0,1,0,1,3,2,5,1,3,3,0,1,2
1141,1,2,1,39,1,2,2,2,1,13,0,3,4,2,0,0,1,1,1,1,1,3,0,1,0,0,3,2,5,4,3,3,3,1,1
1142,1,1,3,38,1,2,2,2,2,7,0,3,4,1,0,0,1,1,1,1,1,5,0,1,1,0,1,2,2,1,2,2,2,1,2
1143,3,1,1,32,1,1,3,2,1,5,0,4,5,4,0,1,1,1,0,1,1,3,1,0,0,0,2,2,3,2,2,2,2,1,1
1144,3,2,1,40,1,1,1,2,1,13,0,5,6,4,0,0,1,0,1,1,1,2,0,1,0,1,3,1,4,2,3,2,3,1,2
1145,3,1,3,39,1,2,2,2,2,9,0,3,4,1,0,0,1,1,1,1,1,5,0,1,0,1,3,2,1,1,2,2,2,1,2
1146,3,1,1,39,1,3,2,1,2,14,0,2,3,1,0,0,1,1,1,1,1,4,1,0,0,1,2,2,0,2,2,2,0,1,2
1147,3,2,1,41,1,3,2,2,2,11,0,3,4,2,0,1,1,1,1,1,1,1,1,0,0,0,2,2,5,1,3,3,3,1,2
1148,3,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,1,0,0,0,3,2,1,1,2,0,0,1,2
1149,3,1,1,38,1,3,1,2,1,9,0,4,5,1,0,0,1,1,1,1,1,5,1,0,0,0,3,2,5,3,3,3,3,1,1
1150,2,2,1,38,1,2,2,2,1,18,1,3,4,2,1,0,1,1,1,1,1,2,0,0,1,0,2,2,2,4,2,2,2,1,2
1151,2,2,1,39,1,2,2,1,2,0,0,2,3,2,0,1,1,1,1,1,1,1,1,0,1,1,2,2,4,1,3,3,3,1,2
1152,1,1,1,31,1,2,2,0,0,0,0,1,2,1,0,0,1,1,1,1,1,4,0,0,0,1,2,2,3,1,2,3,2,1,2
1153,4,2,1,36,1,1,1,1,2,10,0,4,5,2,0,1,1,1,1,1,1,1,0,0,0,0,3,2,2,4,3,2,2,1,1
1154,3,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,1,1,1,1,3,1,0,0,0,1,2,0,2,2,0,2,1,2
1155,4,2,1,40,1,2,2,2,2,10,0,3,4,2,0,1,1,1,1,1,1,1,0,0,0,0,3,2,0,1,2,3,2,1,2
1156,3,1,3,36,1,2,2,3,1,8,0,4,5,1,0,0,1,1,1,1,1,5,0,2,2,0,4,2,5,1,3,3,2,1,2
1157,3,2,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,4,0,1,0,0,2,2,3,2,3,0,2,1,2
1158,3,2,2,35,1,2,2,0,0,0,1,2,3,2,0,1,1,1,1,1,1,1,0,2,1,0,1,2,1,1,2,2,3,1,1
1159,2,2,1,37,1,2,2,3,2,12,0,4,5,2,0,1,1,1,1,1,1,1,0,0,0,1,2,1,4,2,2,3,0,1,2
1160,3,2,0,0,0,2,1,2,1,10,0,3,4,4,0,0,1,1,1,1,1,3,0,0,0,0,2,2,5,3,2,0,2,1,2
1161,3,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,4,0,1,0,0,2,2,2,3,3,0,3,1,2
1162,3,2,1,34,1,2,2,2,2,4,0,3,4,2,0,1,1,1,1,1,1,1,0,0,0,0,2,2,5,2,3,3,2,1,2
1163,4,1,0,0,0,2,2,0,0,0,2,2,3,4,0,0,1,1,1,1,1,0,0,0,0,0,3,2,0,0,2,0,0,1,2
1164,3,1,1,34,1,2,2,2,2,9,0,3,4,1,0,0,1,1,1,1,1,4,1,1,1,0,2,2,0,4,2,3,2,1,2
1165,2,2,1,34,1,3,2,2,2,8,0,3,4,2,0,1,1,1,1,1,1,1,1,0,1,2,2,0,0,3,2,2,2,1,2
1166,3,2,1,41,1,2,2,2,1,3,0,3,4,2,0,1,1,1,1,1,1,1,0,0,0,1,2,2,5,2,3,3,2,1,2
1167,4,2,1,35,1,2,2,3,2,7,3,7,8,2,0,1,1,1,1,1,1,1,0,1,0,0,2,2,0,1,2,2,0,1,1
1168,4,1,3,34,1,2,2,1,1,3,0,2,3,1,0,0,1,1,1,1,1,5,0,0,0,1,2,2,3,1,3,3,3,1,2
1169,3,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,3,0,0,0,0,3,2,4,1,3,0,2,3,2
1170,3,2,1,36,1,2,2,2,1,6,0,3,4,2,0,1,1,1,1,1,1,1,0,0,1,0,4,2,3,4,3,3,2,1,2
1171,1,2,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,3,0,0,0,0,2,2,4,1,3,0,2,1,2
1172,2,1,0,0,0,1,1,0,0,0,0,2,3,4,1,0,1,1,1,1,1,4,1,0,0,0,2,2,5,3,2,0,3,1,1
1173,4,1,0,0,0,1,1,0,0,0,0,2,3,4,0,1,1,1,1,1,1,1,1,0,0,0,3,2,0,1,3,0,0,1,2
1174,1,1,3,31,1,2,2,2,1,4,0,3,4,1,0,0,1,1,1,1,1,4,0,2,0,0,3,2,1,2,2,3,0,1,2
1175,3,1,3,30,1,2,2,1,1,8,0,2,3,1,0,0,1,1,1,1,1,4,1,0,0,0,2,2,2,1,3,3,3,1,1
1176,2,2,1,30,1,2,2,0,0,0,0,1,2,2,0,1,1,1,1,1,1,4,1,0,0,0,2,2,2,2,2,3,2,1,2
1177,4,2,1,36,1,3,2,0,0,0,0,1,2,2,0,0,1,1,1,1,1,2,0,2,1,0,2,1,5,2,3,3,2,1,1
1178,3,2,0,0,0,1,1,0,0,0,1,3,4,4,1,0,1,1,1,1,1,4,0,1,0,0,3,2,2,4,2,0,2,1,2
1179,4,2,0,0,0,1,1,0,0,0,2,4,5,4,0,0,1,1,1,1,1,4,0,1,0,0,3,2,5,2,3,0,2,1,1
1180,2,2,1,42,1,3,2,3,2,9,2,6,7,4,0,1,1,1,1,1,1,1,0,2,1,0,3,2,0,0,2,2,0,2,2
1181,1,1,0,0,0,3,1,0,0,0,1,2,3,4,0,0,1,1,1,1,1,2,1,1,0,0,2,2,0,3,3,0,3,1,1
1182,2,1,0,0,0,1,1,0,0,0,2,4,5,4,0,0,1,1,1,1,1,4,1,0,0,0,2,2,2,1,3,0,3,1,2
1183,2,1,0,0,0,2,2,0,0,0,0,0,1,1,0,1,1,1,1,1,1,2,0,1,0,0,2,2,5,1,2,0,3,1,2
1184,3,2,0,0,0,1,1,0,0,0,2,4,5,4,1,0,1,1,1,1,1,3,1,1,0,0,2,2,5,1,3,0,3,1,2
1185,1,2,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,4,0,1,0,0,2,2,0,2,3,0,3,1,2
1186,1,1,0,0,0,1,1,0,0,0,3,5,6,4,0,0,1,1,1,1,1,1,1,0,0,0,2,2,3,1,2,0,2,1,2
1187,2,2,0,0,0,1,1,0,0,0,2,4,5,4,1,0,1,1,1,0,1,3,0,0,0,0,2,2,2,4,3,0,2,3,2
1188,3,2,0,0,0,3,1,0,0,0,0,1,2,4,0,0,1,1,1,1,1,3,0,0,0,0,2,2,0,2,2,0,2,1,1
1189,3,1,0,0,0,1,1,0,0,0,1,3,4,4,0,1,1,1,1,1,1,1,1,0,0,0,3,2,1,1,3,0,3,1,2
1190,1,2,1,33,1,2,2,1,1,0,0,2,3,2,0,1,1,1,1,1,1,1,0,2,0,1,2,2,0,1,3,3,0,1,2
1191,4,1,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,3,1,0,0,0,2,2,2,1,2,0,2,1,2
1192,2,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,3,0,0,0,0,2,2,6,1,3,0,3,1,2
1193,2,1,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,2,0,1,0,0,3,2,3,1,3,0,2,1,2
1194,3,2,0,0,0,3,1,0,0,0,0,1,2,4,0,0,1,1,1,1,1,3,0,1,0,0,3,0,0,3,2,0,0,1,2
1195,4,1,0,0,0,1,1,0,0,0,0,2,3,4,1,0,1,1,1,1,1,0,0,0,0,0,3,2,0,1,3,0,3,1,1
1196,2,1,0,0,0,2,2,0,0,0,0,0,1,1,2,0,1,1,1,1,1,3,1,0,0,0,3,2,4,3,3,0,2,3,2
1197,3,1,0,0,0,1,2,0,0,0,1,2,3,4,0,0,1,1,1,1,1,4,0,0,0,0,2,2,0,4,3,0,2,3,2
1198,3,2,0,0,0,1,1,0,0,0,1,3,4,4,0,1,1,1,1,1,1,1,1,0,0,0,2,1,3,2,3,0,3,3,2
1199,3,1,0,0,0,1,3,0,0,0,0,1,2,4,0,1,1,1,1,1,1,1,0,1,0,0,2,2,6,1,3,0,2,3,2
1200,1,1,0,0,0,1,1,0,0,0,1,3,4,4,0,1,1,1,1,1,1,1,0,0,0,0,2,2,3,3,2,0,3,3,2
1201,2,2,0,0,0,1,1,0,0,0,1,3,4,4,1,1,1,1,1,1,1,2,0,0,0,0,2,2,2,3,3,0,3,3,1
1202,3,2,0,0,0,0,1,0,0,0,2,3,4,4,0,0,1,0,1,1,1,3,0,0,0,0,3,0,0,3,2,0,0,1,2
1203,2,1,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,1,1,1,1,4,0,1,0,0,2,1,5,4,3,0,3,1,2
1204,3,1,0,0,0,1,1,0,0,0,0,2,3,4,0,1,1,1,1,1,1,2,0,0,0,0,2,2,3,1,3,0,3,3,2
1205,3,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,2,0,0,0,0,2,2,2,2,3,0,3,3,2
1206,3,1,0,0,0,1,1,0,0,0,1,3,4,4,0,0,1,1,1,1,1,2,0,1,0,0,2,2,6,2,3,0,2,1,2
1207,2,2,0,0,0,3,3,2,1,64,0,0,1,1,0,1,1,0,1,1,1,3,0,7,1,4,2,2,2,4,2,3,2,1,1
1208,4,1,3,82,1,3,3,3,1,62,4,6,7,4,0,1,1,0,1,1,1,3,0,1,3,4,4,2,2,4,1,1,1,1,2
1209,2,1,3,83,1,3,3,3,1,60,0,3,4,1,0,1,1,0,1,1,0,4,0,4,2,3,1,2,1,4,1,1,0,1,2
1210,2,2,0,0,0,3,3,2,2,59,0,0,1,1,0,1,1,0,1,1,1,4,3,5,2,1,2,0,0,2,2,3,2,1,2
1211,2,1,3,73,1,3,3,2,1,45,2,4,5,1,0,1,1,0,1,1,1,3,1,2,1,3,1,2,3,1,2,2,2,1,2
1212,2,1,3,82,1,3,3,1,1,52,0,1,2,1,0,0,1,0,1,1,1,4,0,0,0,0,1,2,1,1,2,2,1,1,2
1213,1,1,0,0,0,3,3,1,2,58,0,1,2,1,0,1,1,0,1,1,1,0,2,0,1,0,4,2,0,4,2,2,1,1,2
1214,3,1,0,0,0,3,3,3,2,0,1,2,3,4,0,1,1,0,1,1,1,2,0,1,0,0,3,2,1,4,1,0,1,1,2
1215,2,1,3,78,1,3,3,2,2,52,0,1,2,1,0,0,1,0,1,1,1,0,0,0,0,3,3,0,0,3,3,2,3,1,2
1216,1,1,3,73,1,3,3,2,2,50,0,1,2,1,1,1,1,0,1,1,1,0,1,2,1,3,4,2,0,1,3,3,1,1,2
1217,3,1,3,70,1,3,3,2,2,45,0,1,2,1,0,0,1,1,1,1,1,0,1,0,2,0,2,2,6,1,3,3,2,1,2
1218,3,1,1,69,1,3,3,3,1,48,0,2,3,1,0,1,1,0,1,1,1,4,0,0,0,0,3,2,2,4,2,2,1,1,2
1219,3,2,0,0,0,3,3,2,1,52,0,1,2,1,0,1,1,0,1,1,1,4,0,2,2,0,3,2,6,1,2,2,2,1,2
1220,3,1,1,73,1,3,3,3,2,41,2,4,5,1,0,0,1,0,1,1,1,3,1,3,2,2,3,2,4,1,2,2,0,1,2
1221,2,1,3,75,1,3,3,2,2,45,0,2,3,1,0,1,1,0,1,1,1,3,3,1,1,0,4,2,2,4,3,2,1,1,2
1222,2,1,3,61,1,3,3,3,1,50,3,5,6,4,0,1,1,0,1,1,1,3,2,4,0,0,1,2,2,4,2,2,1,1,2
1223,2,2,3,70,1,3,3,1,2,42,0,1,2,2,0,1,1,0,1,1,1,0,1,0,1,1,2,2,2,1,2,2,1,1,2
1224,3,2,3,80,1,3,3,2,1,49,0,1,2,2,0,1,1,0,1,1,1,3,0,0,5,0,2,2,0,1,2,2,0,1,2
1225,2,2,1,73,1,3,3,3,1,47,0,1,2,2,0,0,1,0,1,1,1,3,0,0,2,1,3,0,0,1,3,2,3,1,2
1226,3,2,3,75,1,3,3,0,0,0,0,1,2,2,0,1,1,0,1,1,1,0,1,0,1,0,3,2,0,4,2,2,1,1,2
1227,3,1,3,70,1,3,3,2,2,43,0,2,3,1,0,1,1,0,1,1,1,4,2,0,3,1,1,2,5,1,2,2,0,1,2
1228,2,1,1,63,1,3,3,0,0,0,0,1,2,1,0,1,1,0,1,1,1,0,0,1,1,1,2,2,6,1,2,2,2,1,2
1229,3,1,3,70,1,3,3,1,1,41,0,1,2,1,0,0,1,1,1,1,1,3,1,1,0,1,4,2,0,4,2,2,1,1,2
1230,2,1,2,60,1,3,2,3,1,43,0,2,3,1,0,1,1,0,1,1,1,4,0,3,0,1,1,2,2,4,3,2,1,1,2
1231,3,2,0,0,0,3,3,2,1,40,0,0,1,1,0,1,1,0,1,1,1,0,1,3,0,0,1,0,0,1,2,2,2,1,2
1232,2,1,3,68,1,3,3,2,2,46,0,2,3,1,0,0,1,0,1,1,1,4,0,4,0,1,1,2,5,1,3,2,1,1,2
1233,1,1,3,65,1,3,3,3,2,42,0,2,3,1,0,1,1,0,1,1,1,4,1,0,1,1,3,2,2,4,2,2,0,1,2
1234,3,2,0,0,0,3,3,2,1,50,0,1,2,4,0,1,1,0,1,1,1,2,0,0,1,1,2,2,6,1,2,2,1,1,2
1235,1,1,3,67,1,3,2,2,2,41,0,1,2,1,0,1,1,0,1,1,1,4,0,2,1,1,2,2,6,1,3,2,3,1,2
1236,4,2,3,75,1,3,3,1,1,34,0,1,2,1,0,1,1,0,1,1,1,2,1,0,0,0,4,2,2,4,2,2,1,1,2
1237,2,2,0,0,0,3,3,1,1,47,0,0,1,1,0,1,1,0,1,1,1,0,2,0,0,0,4,2,1,4,2,0,0,1,2
1238,3,2,0,0,0,3,3,2,2,43,0,0,1,1,0,1,1,0,1,1,1,3,1,0,0,0,1,2,3,1,2,2,1,1,2
1239,3,1,3,71,1,3,3,3,1,42,0,1,2,1,0,1,1,0,1,1,1,4,0,1,1,1,2,2,2,4,3,3,1,1,2
1240,2,1,3,65,1,3,1,2,1,42,0,2,3,1,0,1,1,0,1,1,1,3,1,1,0,0,2,2,6,1,2,2,1,1,2
1241,3,2,3,74,1,3,3,4,1,44,0,1,2,2,0,1,1,0,1,1,1,4,1,0,2,0,4,2,1,4,2,2,0,1,2
1242,1,1,3,72,1,3,3,3,2,48,0,1,2,1,0,0,1,0,1,1,1,0,4,0,3,1,4,2,1,4,2,2,1,1,2
1243,2,2,1,69,1,3,3,2,1,37,0,2,3,2,0,1,1,0,1,1,1,3,0,2,1,1,3,0,0,4,2,2,0,1,1
1244,1,1,3,64,1,3,3,2,1,38,0,2,3,1,0,0,1,0,1,1,1,3,1,1,1,1,3,2,0,1,2,2,0,1,2
1245,2,1,3,70,1,3,3,2,1,45,0,2,3,1,0,0,1,1,1,1,1,3,5,0,0,0,4,2,2,1,2,2,0,1,1
1246,4,2,3,72,1,3,3,2,1,44,0,1,2,2,0,1,1,0,1,1,1,3,1,2,1,1,3,0,0,4,2,2,0,1,2
1247,3,2,1,67,1,3,3,3,1,41,0,1,2,2,0,1,1,1,1,1,1,1,1,1,0,0,3,2,0,2,2,2,1,1,2
1248,3,1,1,65,1,3,3,2,2,38,0,1,2,1,0,1,1,0,1,1,1,3,2,0,1,1,3,2,2,1,2,2,0,1,2
1249,3,2,3,70,1,3,3,2,1,41,0,2,3,2,0,0,1,0,1,1,1,4,0,1,1,1,3,2,3,1,3,2,1,1,2
1250,3,2,0,0,0,3,3,3,1,44,0,0,1,1,0,1,1,0,1,1,1,4,1,0,0,0,4,2,2,2,2,2,1,1,2
1251,4,2,1,75,1,3,3,1,2,46,0,1,2,2,0,0,1,0,1,1,1,3,0,1,2,1,1,2,0,1,2,2,1,1,2
1252,2,1,3,68,1,3,3,2,1,45,0,1,2,1,0,0,1,0,1,1,1,4,0,1,0,0,2,2,6,4,2,2,0,1,2
1253,2,2,3,73,1,3,2,2,1,43,0,1,2,2,0,1,1,0,1,1,1,2,2,1,0,1,2,2,4,1,2,2,2,1,2
1254,3,1,3,65,1,3,3,2,1,41,0,2,3,1,0,1,1,0,1,1,1,2,0,2,1,0,4,2,1,4,2,2,1,1,2
1255,3,2,3,74,1,3,3,1,2,46,0,1,2,2,0,1,1,0,1,1,1,2,4,1,1,0,1,2,0,4,2,3,0,1,1
1256,2,2,3,67,1,3,3,2,1,38,0,1,2,2,0,1,1,0,1,1,1,3,2,0,0,1,2,2,2,1,3,3,2,1,2
1257,2,2,3,72,1,3,3,2,1,38,0,2,3,2,0,1,1,0,1,1,1,2,0,0,1,1,3,2,6,1,3,3,3,1,2
1258,1,2,0,0,0,3,3,2,1,41,0,2,3,4,0,0,1,1,1,1,1,2,0,0,2,1,3,2,0,1,2,2,0,1,2
1259,2,1,3,63,1,3,3,2,1,38,0,2,3,1,0,1,1,0,1,1,1,4,3,2,1,0,1,2,2,4,3,3,1,1,2
1260,3,1,3,65,1,3,3,2,2,35,0,2,3,1,0,1,1,0,1,1,1,5,4,0,0,1,2,2,0,1,3,2,0,1,2
1261,2,1,3,61,1,3,3,3,2,36,0,1,2,1,0,0,1,0,1,1,1,5,0,1,0,0,1,2,6,1,2,2,1,1,2
1262,2,2,3,71,1,3,3,2,1,41,0,1,2,2,0,1,1,0,1,1,1,3,3,0,0,0,2,2,6,1,2,3,3,1,2
1263,3,2,3,72,1,3,1,2,1,39,0,2,3,2,0,0,1,0,1,1,1,3,0,1,1,1,4,0,0,4,2,2,0,1,2
1264,3,1,3,64,1,3,3,2,1,50,3,5,6,1,0,0,1,0,1,1,1,2,2,0,2,0,4,2,1,1,2,2,1,1,2
1265,3,1,3,65,1,3,3,2,1,43,0,1,2,1,0,1,1,0,1,1,1,4,1,0,0,3,4,2,2,4,2,2,0,1,2
1266,3,2,3,67,1,3,3,2,2,39,0,1,2,2,0,1,1,0,1,1,1,3,2,0,1,0,1,2,2,4,2,2,1,1,2
1267,4,1,1,60,1,3,3,1,1,35,0,1,2,1,0,0,1,0,1,1,1,0,1,1,0,0,3,2,6,1,2,3,1,1,2
1268,4,1,3,64,1,3,3,1,2,32,0,1,2,1,0,1,1,0,1,1,1,4,2,1,1,0,3,2,0,1,2,2,1,1,2
1269,1,1,3,60,1,3,3,2,2,37,0,2,3,1,0,0,1,0,1,1,1,5,0,0,1,0,2,2,2,4,3,2,2,1,2
1270,3,2,1,63,1,3,3,2,2,38,0,1,2,2,0,1,1,0,1,1,1,2,2,0,1,2,3,0,0,4,2,2,1,1,1
1271,3,1,3,61,1,3,3,2,2,35,0,3,4,1,0,0,1,0,1,1,1,4,0,1,3,0,2,2,2,1,2,2,1,1,2
1272,3,2,3,67,1,3,1,2,1,40,0,2,3,1,0,1,1,0,1,1,1,2,0,2,0,0,1,2,3,1,2,2,2,1,2
1273,3,1,1,61,1,3,2,2,2,40,0,1,2,1,0,0,1,0,1,1,1,3,3,0,0,2,2,0,0,2,2,2,0,1,2
1274,3,1,0,0,0,3,3,0,0,0,0,0,1,1,0,1,1,0,1,1,1,4,0,1,2,0,1,2,5,1,2,2,1,1,2
1275,2,2,3,70,1,3,3,2,1,42,0,2,3,2,0,1,1,0,1,1,1,3,2,0,0,0,4,2,1,4,2,2,1,1,2
1276,4,2,0,0,0,3,2,3,1,44,3,4,5,4,0,1,1,0,1,1,1,2,0,0,0,0,3,2,2,4,2,0,1,1,2
1277,3,2,0,0,0,3,3,2,1,39,0,1,2,4,0,1,1,1,1,1,1,1,1,0,0,0,3,2,2,4,2,2,2,1,1
1278,1,1,3,64,1,3,3,2,1,37,0,2,3,1,0,0,1,0,1,1,1,5,0,2,0,0,2,2,6,1,3,3,1,1,2
1279,3,1,1,56,1,3,3,2,2,33,0,1,2,1,0,0,1,0,1,1,1,4,2,0,0,0,2,2,6,1,2,2,3,1,2
1280,2,2,1,71,1,3,2,2,1,37,0,1,2,2,0,0,1,1,1,1,1,3,0,2,2,0,2,2,6,1,3,3,3,1,2
1281,4,1,3,62,1,3,3,3,1,40,0,1,2,1,0,1,1,0,1,1,1,4,2,0,0,0,3,2,3,1,2,2,2,1,2
1282,4,2,1,65,1,3,3,4,2,38,0,4,5,2,1,1,1,0,1,1,1,1,4,1,1,3,4,2,1,4,2,2,0,2,2
1283,3,1,3,63,1,3,2,2,2,39,0,1,2,1,0,0,1,0,1,1,1,0,0,1,0,2,2,2,6,1,3,2,2,1,2
1284,3,1,1,58,1,3,2,2,1,33,1,4,5,1,0,0,1,0,1,1,1,4,0,0,2,1,2,2,2,1,3,2,3,1,2
1285,2,2,1,64,1,3,3,3,2,37,0,2,3,2,0,1,1,0,1,1,1,0,3,0,0,0,1,2,6,1,3,3,2,1,2
1286,3,2,3,69,1,3,3,2,2,39,0,2,3,2,0,1,1,0,1,1,1,0,1,0,0,0,2,2,6,1,3,3,3,1,2
1287,2,1,3,60,1,3,3,2,1,37,0,1,2,1,0,0,1,0,1,1,1,5,1,1,1,1,3,2,4,4,3,3,1,1,2
1288,2,1,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,2,1,4,2,0,0,1,2
1289,3,2,1,62,1,3,3,2,1,34,0,2,3,2,0,1,1,1,1,1,1,1,1,0,0,1,4,2,0,4,2,3,1,1,2
1290,4,2,1,58,1,3,3,2,2,33,0,1,2,2,1,1,1,0,1,1,1,3,4,0,1,0,3,2,2,4,2,2,0,1,2
1291,2,1,3,59,1,3,3,2,2,32,0,2,3,1,0,0,1,0,1,1,1,4,0,0,1,1,1,2,3,4,3,2,0,1,2
1292,2,2,1,62,1,3,3,2,1,36,1,4,5,2,0,0,1,0,1,1,0,0,1,1,1,0,4,2,0,4,2,2,0,1,2
1293,3,1,1,59,1,3,3,2,1,35,0,1,2,4,1,0,1,1,1,1,1,3,1,0,1,0,1,2,2,4,2,2,2,1,1
1294,3,2,1,62,1,3,3,2,2,39,0,1,2,2,0,0,1,1,1,1,1,3,3,1,1,1,2,2,1,4,2,2,1,1,2
1295,3,2,1,60,1,3,3,2,2,36,0,1,2,2,0,0,1,1,1,1,1,2,1,0,0,0,3,2,0,4,2,2,1,1,2
1296,2,2,1,63,1,3,3,2,2,35,0,3,4,2,0,1,1,0,1,1,1,1,0,1,0,0,1,2,0,4,3,3,3,1,1
1297,3,2,0,0,0,3,2,3,1,38,0,1,2,4,0,0,1,1,1,1,1,3,0,1,1,0,2,2,1,4,2,2,2,1,2
1298,4,2,1,63,1,3,2,1,1,36,0,1,2,2,0,1,1,0,1,1,1,1,2,1,1,1,3,2,2,4,2,2,1,1,2
1299,3,1,3,54,1,3,3,2,2,31,0,2,3,1,0,0,1,1,1,1,1,5,0,0,0,0,4,2,2,4,3,2,2,1,2
1300,3,2,1,66,1,3,3,3,1,28,0,4,5,2,0,0,1,1,1,1,1,2,0,0,0,0,1,2,3,1,2,3,2,1,2
1301,3,1,3,64,1,2,2,1,1,40,0,2,3,1,0,0,1,0,1,1,1,5,0,0,1,1,3,2,2,4,2,2,2,1,2
1302,3,2,1,62,1,3,3,2,2,33,0,1,2,2,0,1,1,1,1,1,1,0,0,1,0,0,3,2,2,4,3,3,2,1,1
1303,2,2,1,58,1,3,3,2,1,27,0,1,2,2,0,0,1,1,1,1,1,4,1,1,1,0,4,2,2,4,2,2,0,1,1
1304,3,2,1,61,1,3,3,2,2,35,4,6,7,2,0,0,1,1,1,1,1,2,5,0,0,0,4,2,2,4,2,2,1,1,2
1305,4,1,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,4,2,1,0,0,3,0,0,4,2,0,0,1,2
1306,2,2,1,63,1,3,2,2,1,31,0,3,4,2,0,0,1,0,1,1,1,3,1,1,0,0,2,2,6,1,3,3,2,1,2
1307,2,2,3,60,1,3,3,0,0,0,0,1,2,2,0,1,1,1,0,1,1,3,2,0,0,0,3,0,0,3,3,2,0,1,2
1308,3,2,1,61,1,3,3,1,2,24,0,2,3,2,1,0,1,0,1,1,1,2,1,2,0,0,4,2,2,4,2,3,0,1,2
1309,3,2,1,63,1,3,3,0,0,0,0,1,2,2,0,0,1,1,1,1,1,2,1,0,0,0,2,2,0,1,2,2,1,1,2
1310,4,1,0,0,0,1,1,0,0,0,0,2,3,4,0,0,1,0,1,1,1,3,0,0,0,0,3,2,5,1,3,0,1,1,2
1311,2,1,0,0,0,3,3,2,1,31,0,0,1,1,0,0,1,1,1,1,1,4,1,0,0,0,2,2,3,4,2,0,1,1,1
1312,4,1,3,58,1,1,3,2,1,31,0,2,3,1,2,0,1,1,1,1,1,5,0,0,0,1,3,2,6,4,3,2,3,1,2
1313,3,2,0,0,0,3,1,3,2,33,0,1,2,1,1,0,1,0,1,1,1,3,1,0,0,0,3,2,2,4,2,0,2,1,2
1314,3,1,1,35,1,2,2,3,1,10,0,4,5,1,0,0,1,1,1,1,1,4,0,2,2,1,1,2,3,1,2,2,1,1,1
1315,3,2,1,61,1,3,2,2,1,28,0,2,3,2,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,3,2,3,0,1,2
1316,2,1,3,57,1,2,2,3,2,28,0,3,4,1,0,0,1,1,1,1,1,4,0,0,0,0,4,2,5,2,2,2,1,1,1
1317,1,1,0,0,0,3,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,2,1,0,0,3,2,2,2,2,0,2,1,1
1318,3,2,1,62,1,2,2,3,1,32,0,1,2,2,0,0,1,0,1,1,1,3,0,1,0,0,4,2,2,4,2,2,1,1,2
1319,3,2,1,62,1,3,3,2,2,28,0,1,2,2,0,1,1,1,1,1,1,0,1,1,1,0,3,2,2,4,2,2,0,1,2
1320,3,2,1,59,1,3,2,2,2,29,0,2,3,2,0,0,1,1,1,1,1,3,0,1,1,0,3,2,2,1,2,2,1,1,1
